"phibase_id","uniprot_a","ensembl_a","taxid_species_a","organism_a","taxid_strain_a","strain_a","uniprot_matches_a","modification_a","uniprot_b","ensembl_b","taxid_species_b","organism_b","taxid_strain_b","strain_b","uniprot_matches_b","modification_b","phenotype","disease","host_tissue","evidence_code","interaction_type","pmid","high_level_terms"
"PHI:8697","C6ZEZ6",,318829,"Magnaporthe oryzae",,"RB22","none","gene mutation",,,4100,"Nicotiana benthamiana",,,"none",,"PHIPO:0000280","PHIDO:0000315","BTO:0000713","transgenic plant","interspecies interaction",30548752,"Effector"
"PHI:8697","C6ZEZ6",,318829,"Magnaporthe oryzae",,"RB22","none",,,,4530,"Oryza sativa",,"cv. Nipponbare","none",,"PHIPO:0000280","PHIDO:0000315","BTO:0000713","transgenic plant","interspecies interaction",30548752,"Effector"
"PHI:8697","C6ZEZ6",,318829,"Magnaporthe oryzae",,"RB22","none",,,,4100,"Nicotiana benthamiana",,,"none",,"PHIPO:0000280","PHIDO:0000315","BTO:0000713","transgenic plant","interspecies interaction",30548752,"Effector"
"PHI:8713","Q8XBV2",,562,"Escherichia coli",,"12-05829","none","gene deletion: full",,,9606,"Homo sapiens",,"HEp-2 cell line","none",,"PHIPO:0000004","PHIDO:0000185","BTO:0000414",,"interspecies interaction",30514915,"Unaffected pathogenicity"
"PHI:8715","P87024",,5476,"Candida albicans",237561,"SC5314","none","gene mutation: regulator",,,9606,"Homo sapiens",,"FaDu cell line","none",,"PHIPO:0000015","PHIDO:0000120","BTO:0002242",,"interspecies interaction",30507002,"Reduced virulence"
"PHI:8715","P87024",,5476,"Candida albicans",237561,"SC5314","none","gene mutation: regulator",,,9606,"Homo sapiens",,"FaDu cell line","none",,"PHIPO:0000015","PHIDO:0000120","BTO:0002242",,"interspecies interaction",30507002,"Reduced virulence"
"PHI:8715","P87024",,5476,"Candida albicans",237561,"SC5314","none","gene mutation: regulator",,,10090,"Mus musculus",,"MS1 cell line","none",,"PHIPO:0000015","PHIDO:0000120","BTO:0005813",,"interspecies interaction",30507002,"Reduced virulence"
"PHI:8715","P87024",,5476,"Candida albicans",237561,"SC5314","none","gene mutation: regulator",,,10090,"Mus musculus",,"MS1 cell line","none",,"PHIPO:0000015","PHIDO:0000120","BTO:0005813",,"interspecies interaction",30507002,"Reduced virulence"
"PHI:8715","P87024",,5476,"Candida albicans",237561,"SC5314","none","gene mutation: regulator",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000015","PHIDO:0000120","BTO:0003973",,"interspecies interaction",30507002,"Reduced virulence"
"PHI:8715","P87024",,5476,"Candida albicans",237561,"SC5314","none","gene mutation: regulator",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000015","PHIDO:0000120","BTO:0003973",,"interspecies interaction",30507002,"Reduced virulence"
"PHI:8716","P87023",,5476,"Candida albicans",237561,"SC5314","none","gene deletion: full",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000004","PHIDO:0000120","BTO:0000671","gene complementation","interspecies interaction",30507002,"Unaffected pathogenicity"
"PHI:8715","P87024",,5476,"Candida albicans",237561,"SC5314","none","gene deletion: full",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000004","PHIDO:0000120","BTO:0000671","gene complementation","interspecies interaction",30507002,"Unaffected pathogenicity"
"PHI:8717","Q874A5",,27334,"Penicillium expansum",1407458,"T01","none","gene deletion: full",,,3750,"Malus domestica",,"cv. Fuji","none",,"PHIPO:0000015; PHIPO:0000052",,"BTO:0000486","gene complementation","interspecies interaction",30370586,"Reduced virulence"
"PHI:8718","A0A0A2J5T2",,27334,"Penicillium expansum",1407458,"T01","none","gene deletion: full",,,3750,"Malus domestica",,"cv. Fuji","none",,"PHIPO:0000015; PHIPO:0000059",,"BTO:0000486","gene complementation","interspecies interaction",30370586,"Reduced virulence"
"PHI:8719","A0A0A2JPI4",,27334,"Penicillium expansum",1407458,"T01","none","gene deletion: full",,,3750,"Malus domestica",,"cv. Fuji","none",,"PHIPO:0000004; PHIPO:0000059",,"BTO:0000486","gene complementation","interspecies interaction",30370586,"Unaffected pathogenicity"
"PHI:8720","A0A0A2HZI5",,27334,"Penicillium expansum",1407458,"T01","none","gene deletion: full",,,3750,"Malus domestica",,"cv. Fuji","none",,"PHIPO:0000004; PHIPO:0000059",,"BTO:0000486","gene complementation","interspecies interaction",30370586,"Unaffected pathogenicity"
"PHI:8722","A0A0A2JZB1",,27334,"Penicillium expansum",1407458,"T01","none","gene deletion: full",,,3750,"Malus domestica",,"cv. Fuji","none",,"PHIPO:0000004; PHIPO:0000059",,"BTO:0000486","gene complementation","interspecies interaction",30370586,"Unaffected pathogenicity"
"PHI:8723","A0A0A2L0F6",,27334,"Penicillium expansum",1407458,"T01","none","gene deletion: full",,,3750,"Malus domestica",,"cv. Fuji","none",,"PHIPO:0000004; PHIPO:0000059",,"BTO:0000486","gene complementation","interspecies interaction",30370586,"Unaffected pathogenicity"
"PHI:8724","A0A0A2JZB1",,27334,"Penicillium expansum",1407458,"T01","none","gene deletion: full",,,3750,"Malus domestica",,"cv. Fuji","none",,"PHIPO:0000015; PHIPO:0000052",,"BTO:0000486","gene complementation","interspecies interaction",30370586,"Reduced virulence"
"PHI:8717","Q874A5",,27334,"Penicillium expansum",1407458,"T01","none","gene deletion: full",,,23211,"Pyrus communis",,"cv. Pyrus bretschneideri Rehd","none",,"PHIPO:0000015; PHIPO:0000052",,"BTO:0000486","gene complementation","interspecies interaction",30370586,"Reduced virulence"
"PHI:8718","A0A0A2J5T2",,27334,"Penicillium expansum",1407458,"T01","none","gene deletion: full",,,23211,"Pyrus communis",,"cv. Pyrus bretschneideri Rehd","none",,"PHIPO:0000015; PHIPO:0000059",,"BTO:0000486","gene complementation","interspecies interaction",30370586,"Reduced virulence"
"PHI:8719","A0A0A2JPI4",,27334,"Penicillium expansum",1407458,"T01","none","gene deletion: full",,,23211,"Pyrus communis",,"cv. Pyrus bretschneideri Rehd","none",,"PHIPO:0000004; PHIPO:0000059",,"BTO:0000486","gene complementation","interspecies interaction",30370586,"Unaffected pathogenicity"
"PHI:8720","A0A0A2HZI5",,27334,"Penicillium expansum",1407458,"T01","none","gene deletion: full",,,23211,"Pyrus communis",,"cv. Pyrus bretschneideri Rehd","none",,"PHIPO:0000004; PHIPO:0000059",,"BTO:0000486","gene complementation","interspecies interaction",30370586,"Unaffected pathogenicity"
"PHI:8722","A0A0A2JZB1",,27334,"Penicillium expansum",1407458,"T01","none","gene deletion: full",,,23211,"Pyrus communis",,"cv. Pyrus bretschneideri Rehd","none",,"PHIPO:0000004; PHIPO:0000059",,"BTO:0000486","gene complementation","interspecies interaction",30370586,"Unaffected pathogenicity"
"PHI:8723","A0A0A2L0F6",,27334,"Penicillium expansum",1407458,"T01","none","gene deletion: full",,,23211,"Pyrus communis",,"cv. Pyrus bretschneideri Rehd","none",,"PHIPO:0000004; PHIPO:0000059",,"BTO:0000486","gene complementation","interspecies interaction",30370586,"Unaffected pathogenicity"
"PHI:8724","A0A0A2JZB1",,27334,"Penicillium expansum",1407458,"T01","none","gene deletion: full",,,23211,"Pyrus communis",,"cv. Pyrus bretschneideri Rehd","none",,"PHIPO:0000015; PHIPO:0000052",,"BTO:0000486","gene complementation","interspecies interaction",30370586,"Reduced virulence"
"PHI:8726","Q7CPD5",,28901,"Salmonella enterica",216597,"subsp. enterica serovar Typhimurium strain SL1344","none","gene mutation",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000015",,"BTO:0000166; BTO:0000767; BTO:0001281",,"interspecies interaction",30379938,"Reduced virulence"
"PHI:8727","P74856",,28901,"Salmonella enterica",216597,"subsp. enterica serovar Typhimurium strain SL1344","none","gene mutation",,,10090,"Mus musculus",,"C57BL/6","none",,"PHIPO:0000015",,"BTO:0000166",,"interspecies interaction",30379938,"Reduced virulence"
"PHI:8733","A0A384JM90",,40559,"Botrytis cinerea",332648,"B05.10","strain","gene deletion: full",,,3885,"Phaseolus vulgaris",,"cv. 90598","none",,"PHIPO:0000015","PHIDO:0000178","BTO:0000713","gene complementation","interspecies interaction",30445217,"Reduced virulence"
"PHI:8733","A0A384JM90",,40559,"Botrytis cinerea",332648,"B05.10","strain","gene mutation: characterised",,,3885,"Phaseolus vulgaris",,"cv. 90598","none",,"PHIPO:0000015","PHIDO:0000178","BTO:0000713",,"interspecies interaction",30445217,"Reduced virulence"
"PHI:8733","A0A384JM90",,40559,"Botrytis cinerea",332648,"B05.10","strain","gene deletion: partial",,,3885,"Phaseolus vulgaris",,"cv. 90598","none",,"PHIPO:0000015","PHIDO:0000178","BTO:0000713",,"interspecies interaction",30445217,"Reduced virulence"
"PHI:8734","G4MTG9",,318829,"Magnaporthe oryzae",,"Guy11","none","gene deletion: full",,,4530,"Oryza sativa",,"cv. CO-39","none",,"PHIPO:0000010; PHIPO:0000030; PHIPO:0000956; PHIPO:0000052","PHIDO:0000315","BTO:0000713","gene complementation","interspecies interaction",30357439,"Loss of pathogenicity"
"PHI:8734","G4MTG9",,318829,"Magnaporthe oryzae",,"Guy11","none","gene deletion: full",,,4513,"Hordeum vulgare",,"cv. Golden Promise","none",,"PHIPO:0000010; PHIPO:0000030; PHIPO:0000956; PHIPO:0000052","PHIDO:0000315","BTO:0000713","gene complementation","interspecies interaction",30357439,"Loss of pathogenicity"
"PHI:8735","K9FTS6",,36651,"Penicillium digitatum",1170229,"PHI26","strain","gene deletion: full",,,2711,"Citrus sinensis",,"cv. Navelina","none",,"PHIPO:0000015","PHIDO:0000174","BTO:0000486",,"interspecies interaction",30579886,"Reduced virulence"
"PHI:8736","K9FDB7",,36651,"Penicillium digitatum",1170229,"PHI26","strain","gene deletion: full",,,2711,"Citrus sinensis",,"cv. Navelina","none",,"PHIPO:0000015","PHIDO:0000174","BTO:0000486",,"interspecies interaction",30579886,"Reduced virulence"
"PHI:8737","K9FXQ2",,36651,"Penicillium digitatum",1170229,"PHI26","strain","gene deletion: full",,,2711,"Citrus sinensis",,"cv. Navelina","none",,"PHIPO:0000015; PHIPO:0000052","PHIDO:0000174","BTO:0000486","gene complementation","interspecies interaction",30579886,"Reduced virulence"
"PHI:8735","K9FTS6",,36651,"Penicillium digitatum",1170229,"PHI26","strain","gene deletion: full",,,2711,"Citrus sinensis",,"cv. Clemenules","none",,"PHIPO:0000004","PHIDO:0000174","BTO:0000486",,"interspecies interaction",30579886,"Unaffected pathogenicity"
"PHI:8736","K9FDB7",,36651,"Penicillium digitatum",1170229,"PHI26","strain","gene deletion: full",,,2711,"Citrus sinensis",,"cv. Clemenules","none",,"PHIPO:0000015","PHIDO:0000174","BTO:0000486",,"interspecies interaction",30579886,"Reduced virulence"
"PHI:8737","K9FXQ2",,36651,"Penicillium digitatum",1170229,"PHI26","strain","gene deletion: full",,,2711,"Citrus sinensis",,"cv. Clemenules","none",,"PHIPO:0000015; PHIPO:0000052","PHIDO:0000174","BTO:0000486","gene complementation","interspecies interaction",30579886,"Reduced virulence"
"PHI:8738","A0A0K0GQN3",,347,"Xanthomonas oryzae",360094,"pv. oryzae strain PXO99A","strain","gene deletion: full",,,4530,"Oryza sativa",,"cv. Kitaake","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713",,"interspecies interaction",30631333,"Effector"
"PHI:8739","G7TBH8",,347,"Xanthomonas oryzae",360094,"pv. oryzae strain PXO99A","none","gene deletion: full",,,4530,"Oryza sativa",,"cv. Kitaake","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713",,"interspecies interaction",30631333,"Effector"
"PHI:8740","G7TFJ1",,347,"Xanthomonas oryzae",360094,"pv. oryzae strain PXO99A","none","gene deletion: full",,,4530,"Oryza sativa",,"cv. Kitaake","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713",,"interspecies interaction",30631333,"Effector"
"PHI:8741","Q5ALW4",,5476,"Candida albicans",237561,"SC5314","strain","gene deletion: full",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000015; PHIPO:0000363","PHIDO:0000120","BTO:0000671","gene complementation","interspecies interaction",30615943,"Reduced virulence"
"PHI:8742","Q87IK0",,670,"Vibrio parahaemolyticus",223926,"RIMD 2210633","strain","gene deletion: full",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000015","PHIDO:0000168","BTO:0003973","gene complementation","interspecies interaction",30623553,"Reduced virulence"
"PHI:8742","Q87IK0",,670,"Vibrio parahaemolyticus",223926,"RIMD 2210633","strain","gene deletion: full",,,9606,"Homo sapiens",,"HeLa cell line","none",,"PHIPO:0000015","PHIDO:0000168","BTO:0000414","gene complementation","interspecies interaction",30623553,"Reduced virulence"
"PHI:8742","Q87IK0",,670,"Vibrio parahaemolyticus",223926,"RIMD 2210633","strain","gene deletion: full",,,9986,"Oryctolagus cuniculus",,,"none",,"PHIPO:0000015","PHIDO:0000168","BTO:0000620","gene complementation","interspecies interaction",30623553,"Reduced virulence"
"PHI:8743","I1RRW0",,5518,"Fusarium graminearum",229533,"PH-1","strain","gene deletion: full",,,4565,"Triticum aestivum",,"cv. Jimai 22","none",,"PHIPO:0000015; PHIPO:0000050; PHIPO:0000410","PHIDO:0000163","BTO:0000628","gene complementation","interspecies interaction",30603875,"Reduced virulence"
"PHI:8743","I1RRW0",,5518,"Fusarium graminearum",229533,"PH-1","strain","gene deletion: full",,,4577,"Zea mays",,,"none",,"PHIPO:0000015; PHIPO:0000050; PHIPO:0000410","PHIDO:0000163","BTO:0002854","gene complementation","interspecies interaction",30603875,"Reduced virulence"
"PHI:8743","I1RRW0",,5518,"Fusarium graminearum",229533,"PH-1","strain","gene deletion: full",,,4530,"Oryza sativa",,,"none",,"PHIPO:0000015; PHIPO:0000050; PHIPO:0000410","PHIDO:0000163","BTO:0000208","gene complementation","interspecies interaction",30603875,"Reduced virulence"
"PHI:8744","A0A1I7SAD6",,6326,"Bursaphelenchus xylophilus",,"AMA3","none","gene mutation: regulator",,,88730,"Pinus massoniana",,,"none",,"PHIPO:0000015","PHIDO:0000277","BTO:0001228",,"interspecies interaction",30626082,"Reduced virulence"
"PHI:8745","A0A3G4YQT0",,6326,"Bursaphelenchus xylophilus",,"AMA3","none","gene mutation: regulator",,,88730,"Pinus massoniana",,,"none",,"PHIPO:0000015","PHIDO:0000277","BTO:0001228",,"interspecies interaction",30626082,"Reduced virulence"
"PHI:8746","A0A3G4YQS3",,6326,"Bursaphelenchus xylophilus",,"AMA3","none","gene mutation: regulator",,,88730,"Pinus massoniana",,,"none",,"PHIPO:0000015","PHIDO:0000277","BTO:0001228",,"interspecies interaction",30626082,"Reduced virulence"
"PHI:8747","Q0P9C8",,197,"Campylobacter jejuni",192222,"NCTC 11168","strain","gene deletion: full",,,9606,"Homo sapiens",,"Caco-2 cell line","none",,"PHIPO:0000015","PHIDO:0000167","BTO:0000195","gene complementation","interspecies interaction",30617158,"Reduced virulence"
"PHI:8748","A7ED62",,5180,"Sclerotinia sclerotiorum",,"UF1","none","gene mutation: regulator",,,3885,"Phaseolus vulgaris",,,"none",,"PHIPO:0000015; PHIPO:0000355; PHIPO:0000030","PHIDO:0000393","BTO:0000713",,"interspecies interaction",30574138,"Reduced virulence"
"PHI:8749","Q5AD07",,5476,"Candida albicans",237561,"SC5314","strain","gene mutation",,,10117,"Rattus rattus",,,"none",,"PHIPO:0000015","PHIDO:0000120","BTO:0003973",,"interspecies interaction",30593499,"Reduced virulence"
"PHI:8749","Q5AD07",,5476,"Candida albicans",237561,"SC5314","strain","gene mutation",,,9606,"Homo sapiens",,,"none",,"PHIPO:0000015","PHIDO:0000120","BTO:0000130",,"interspecies interaction",30593499,"Reduced virulence"
"PHI:8750","A0A0K0GHI2",,347,"Xanthomonas oryzae",360094,"pv. oryzae strain PXO99A","strain","gene deletion: full",,,4530,"Oryza sativa",,"cv. Nipponbare","none",,"PHIPO:0000015","PHIDO:0000028","BTO:0000713","gene complementation","interspecies interaction",30589364,"Reduced virulence"
"PHI:8752","G4MRX0",,318829,"Magnaporthe oryzae",1271791,"KJ201","none","gene deletion: full",,,4530,"Oryza sativa",,"cv. Nakdongbyeo","none",,"PHIPO:0000015; PHIPO:0000355; PHIPO:0000030; PHIPO:0000956; PHIPO:0000059","PHIDO:0000315","BTO:0000713","gene complementation","interspecies interaction",30588220,"Reduced virulence"
"PHI:8753","G4MXR2",,318829,"Magnaporthe oryzae",,"Guy11","none","gene deletion: full",,,4530,"Oryza sativa",39947,"cv. Nipponbare","none",,"PHIPO:0000015; PHIPO:0000355; PHIPO:0000030; PHIPO:0000410; PHIPO:0000052","PHIDO:0000315","BTO:0000713; BTO:0005094","gene complementation","interspecies interaction",30610168,"Reduced virulence"
"PHI:8753","G4MXR2",,318829,"Magnaporthe oryzae",,"Guy11","none","gene mutation: regulator",,,4530,"Oryza sativa",39947,"cv. Nipponbare","none",,"PHIPO:0000015","PHIDO:0000315","BTO:0000713; BTO:0005094",,"interspecies interaction",30610168,"Reduced virulence"
"PHI:8753","G4MXR2",,318829,"Magnaporthe oryzae",,"Guy11","none","gene mutation: regulator",,,4530,"Oryza sativa",39947,"cv. Nipponbare","none",,"PHIPO:0000015","PHIDO:0000315","BTO:0000713; BTO:0005094",,"interspecies interaction",30610168,"Reduced virulence"
"PHI:8754","G4MSF9",,318829,"Magnaporthe oryzae",,"Guy11","none","gene deletion: full",,,4530,"Oryza sativa",,"cv. CO-39","none",,"PHIPO:0000015; PHIPO:0000355; PHIPO:0000030","PHIDO:0000315","BTO:0000713","gene complementation","interspecies interaction",30578458,"Reduced virulence"
"PHI:8754","G4MSF9",,318829,"Magnaporthe oryzae",,"Guy11","none","gene deletion: full",,,4513,"Hordeum vulgare",,,"none",,"PHIPO:0000015; PHIPO:0000355; PHIPO:0000030","PHIDO:0000315","BTO:0000713","gene complementation","interspecies interaction",30578458,"Reduced virulence"
"PHI:8755","A0A0U1G333",,28901,"Salmonella enterica",588858,"subsp. enterica serovar Typhimurium strain 14028s","none","gene mutation",,,44689,"Dictyostelium discoideum",352472,"AX4","none",,"PHIPO:0000015","PHIDO:0000321","BTO:0003973",,"interspecies interaction",30574134,"Reduced virulence"
"PHI:8756","P26976",,28901,"Salmonella enterica",588858,"subsp. enterica serovar Typhimurium strain 14028s","none","gene mutation",,,44689,"Dictyostelium discoideum",352472,"AX4","none",,"PHIPO:0000004","PHIDO:0000321","BTO:0003973",,"interspecies interaction",30574134,"Unaffected pathogenicity"
"PHI:8760","B8NAR1",,5059,"Aspergillus flavus",,"CA14","none","gene mutation; gene complementation",,,3818,"Arachis hypogaea",,"cv. NC94022","none",,"PHIPO:0000015; PHIPO:0000052","PHIDO:0000226","BTO:0001226",,"interspecies interaction",30635379,"Reduced virulence"
"PHI:8760","B8NAR1",,5059,"Aspergillus flavus",,"CA14","none","gene mutation; gene complementation",,,7137,"Galleria mellonella",,,"none",,"PHIPO:0000015","PHIDO:0000226","BTO:0000707",,"interspecies interaction",30635379,"Reduced virulence"
"PHI:8762","A0A0D1E0C2",,5270,"Ustilago maydis",,"SG200","none","gene deletion: full",,,4577,"Zea mays",,"cv. Golden Bantam","none",,"PHIPO:0000015; PHIPO:0000410; PHIPO:0000052","PHIDO:0000338","BTO:0001228","gene complementation","interspecies interaction",30577430,"Reduced virulence"
"PHI:8762","A0A0D1E0C2",,5270,"Ustilago maydis",,"SG200","none","gene mutation: regulator",,,4577,"Zea mays",,"cv. Golden Bantam","none",,"PHIPO:0000004; PHIPO:0000956; PHIPO:0000059","PHIDO:0000338","BTO:0001228",,"interspecies interaction",30577430,"Unaffected pathogenicity"
"PHI:8763","P9WJB9",,1773,"Mycobacterium tuberculosis",83332,"H37Rv","strain","gene deletion: full",,,9606,"Homo sapiens",,"THP-1 cell line","none",,"PHIPO:0000015","PHIDO:0000374","BTO:0000876","gene complementation","interspecies interaction",30571761,"Reduced virulence"
